"","Title","Genres","Review Rating"
"386","Dreamworks Spooky Stories (2012)","Animation| Adventure| Comedy| Family| Fantasy| Horror| Mystery| Romance| Sci-Fi",6.7
"387","Crayon Shinchan: My Moving Story (2015)","Animation| Adventure| Comedy| Horror| Thriller",7.1
"388","Kaptara (2013)","Animation| Adventure| Fantasy| Horror",5.2
"389","Ajin Part 3: Shougeki (2016)","Animation| Adventure| Horror",8.2
"390","Ajin Part 2: Shoutotsu (2016)","Animation| Adventure| Horror",8.1
"391","Ajin Part 1: Shoudou (2015)","Animation| Adventure| Horror| Mystery",7.9
"392","Hotel Transylvania (2012)","Animation| Comedy| Family| Fantasy| Horror",7.1
"393","Monster Family (2017)","Animation| Comedy| Family| Horror",5.2
"394","Frankenweenie (2012)","Animation| Comedy| Family| Horror| Sci-Fi",7
"395","Daddy, I'm a Zombie (2011)","Animation| Comedy| Fantasy| Horror",4.5
"396","Todd and the Book of Pure Evil: The End of the End (2017)","Animation| Comedy| Horror",8.4
"397","Possessed (2014)","Animation| Comedy| Horror| Thriller",6
"398","Belladonna of Sadness (1973)","Animation| Drama| Fantasy| Horror",7.4
"399","The Garden of Sinners: Future Gospel (2013)","Animation| Drama| Fantasy| Horror| Romance",7.3
"400","Gantz: O (2016)","Animation| Drama| Fantasy| Horror| Sci-Fi| Thriller",7.3
"401","Five Nights at Freddy's: The Fan Film (2016)","Animation| Drama| Horror",7
"402","The Dark Stranger (2015)","Animation| Drama| Horror| Thriller",4.4
"403","Where the Dead Go to Die (2012)","Animation| Fantasy| Horror",4.3
"404","Asura (2012)","Animation| History| Horror",6.7
"405","The Apostle (2012)","Animation| Horror",7
"406","From Inside (2008)","Animation| Horror",6.2
"407","Five Nights at Freddy's 4 the Movie (2016)","Animation| Horror",8.1
"408","Seoul Station (2016)","Animation| Horror",6.1
"409","The Evil Within (2014)","Animation| Horror",7.4
"410","Ao Oni: The Animation (2017)","Animation| Horror| Mystery",6.7
"411","Extraordinary Tales (2013)","Animation| Horror| Mystery",6.4
"412","When Black Birds Fly (2016)","Animation| Horror| Mystery| Sci-Fi",6
"413","Dracula's Angel (2014)","Animation| Horror| Romance| Thriller",4
"414","Die Laughing (2017)","Biography| Comedy| Horror",6.5
"415","Digging Up the Marrow (2014)","Biography| Drama| Fantasy| Horror| Mystery| Thriller",5.8
"416","Monarch (2000)","Biography| Drama| History| Horror| Mystery| Thriller",7.7
"417","The Bell Witch Haunting (2013)","Biography| Horror",3.6
"418","The Rakugo Movie (2012)","Comedy| Crime| Drama| Horror",8.3
"419","Jattu Engineer (2017)","Comedy| Crime| Drama| Horror",6.6
"420","Some Guy Who Kills People (2011)","Comedy| Crime| Drama| Horror| Mystery| Thriller",6.4
"421","The Interior (2015)","Comedy| Crime| Drama| Horror| Thriller",4.5
"422","Cheap Thrills (2013)","Comedy| Crime| Drama| Horror| Thriller",6.8
"423","Random Acts of Violence (2012)","Comedy| Crime| Horror",5.8
"424","Vasos De Papel (2016)","Comedy| Crime| Horror",6.2
"425","Cottage Country (2013)","Comedy| Crime| Horror| Romance",5.6
"426","Blood Trap (2015)","Comedy| Crime| Horror| Thriller",4
"427","Bullets, Fangs and Dinner at 8 (2015)","Comedy| Crime| Horror| Thriller",5.7
"428","Scorned (2013)","Comedy| Crime| Horror| Thriller",4.7
"429","The Voices (2014)","Comedy| Crime| Horror| Thriller",6.4
"430","Norway (2014)","Comedy| Drama| Fantasy| Horror",5.6
"431","MSG 2 the Messenger (2015)","Comedy| Drama| Fantasy| Horror",7.5
"432","Motivational Growth (2013)","Comedy| Drama| Fantasy| Horror",5.9
"433","The Master Cleanse (2016)","Comedy| Drama| Fantasy| Horror",5.8
"434","Great Grand Masti (2016)","Comedy| Drama| Fantasy| Horror",3.7
"435","Lace Crater (2015)","Comedy| Drama| Fantasy| Horror| Mystery| Romance",5.6
"436","Prevenge (2016)","Comedy| Drama| Fantasy| Horror| Thriller",5.9
"437","Dolly Deadly (2016)","Comedy| Drama| Horror",6
"438","Buzzard (2014)","Comedy| Drama| Horror",6.4
"439","Portrait of a Zombie (2012)","Comedy| Drama| Horror",3.6
"440","Untitled (2011)","Comedy| Drama| Horror",5.2
"441","Blood Rush (2012)","Comedy| Drama| Horror",4.2
"442","The Thingy: Confessions of a Teenage Placenta (2013)","Comedy| Drama| Horror",5.6
"443","A Guidebook to Killing Your Ex (2016)","Comedy| Drama| Horror",5.3
"444","I Stay with You (2014)","Comedy| Drama| Horror",4.2
"445","Der Bunker (2015)","Comedy| Drama| Horror",6.2
"446","Tusk (2014)","Comedy| Drama| Horror",5.4
"447","Smartass (2017)","Comedy| Drama| Horror",4.7
"448","Confessions (2016)","Comedy| Drama| Horror| Music| Romance| Thriller",5.1
"449","The Lure (2015)","Comedy| Drama| Horror| Musical",6.3
"450","The Rambler (2013)","Comedy| Drama| Horror| Mystery",4.8
"451","Run Phee (2015)","Comedy| Drama| Horror| Mystery| Romance",6.2
"452","Volumes of Blood (2015)","Comedy| Drama| Horror| Mystery| Thriller",4.6
"453","Trash Fire (2016)","Comedy| Drama| Horror| Romance",5.8
"454","Only Lovers Left Alive (2013)","Comedy| Drama| Horror| Romance",7.3
"455","50 Kisses (2014)","Comedy| Drama| Horror| Romance| Sci-Fi",6.2
"456","Sadistic Eroticism (2012)","Comedy| Drama| Horror| Thriller",7
"457","Inside Scarlett (2016)","Comedy| Drama| Horror| Thriller",5.4
"458","Summit (2014)","Comedy| Drama| Horror| Thriller",4.6
"459","Halloween Spookies (2016)","Comedy| Family| Horror",5.1
"460","Fetish Dolls Die Laughing (2012)","Comedy| Fantasy| Horror",2
"461","My Bloody Banjo (2015)","Comedy| Fantasy| Horror",5.9
"462","Dead Man Tells His Own Tale (2016)","Comedy| Fantasy| Horror",4.4
"463","Ooga Booga (2013)","Comedy| Fantasy| Horror",3.6
"464","Ghostmates (2016)","Comedy| Fantasy| Horror",5
"465","VampyrVidar (2017)","Comedy| Fantasy| Horror",6.6
"466","Faraday (2013)","Comedy| Fantasy| Horror",4.3
"467","The Hatching (2017)","Comedy| Fantasy| Horror",4
"468","The Revenant (2009)","Comedy| Fantasy| Horror",6.3
"469","Howl (2015)","Comedy| Fantasy| Horror",5.3
"470","Krampus (2015)","Comedy| Fantasy| Horror",6.2
"471","A Haunted House (2013)","Comedy| Fantasy| Horror",5.1
"472","Dark Shadows (2012)","Comedy| Fantasy| Horror",6.2
"473","A Haunted House 2 (2014)","Comedy| Fantasy| Horror",4.7
"474","Twixt (2011)","Comedy| Fantasy| Horror| Mystery",4.8
"475","Odd Thomas (2013)","Comedy| Fantasy| Horror| Mystery| Romance| Thriller",6.9
"476","The Night of the Virgin (2016)","Comedy| Fantasy| Horror| Mystery| Thriller",5.4
"477","Dark Prism (2015)","Comedy| Fantasy| Horror| Sci-Fi",4
"478","Terror Toons 3 (2015)","Comedy| Fantasy| Horror| Thriller",4.5
"479","Yoga Hosers (2016)","Comedy| Fantasy| Horror| Thriller",4.3
"480","Tutak Tutak Tutiya (2016)","Comedy| Horror",5.4
"481","Yaamirukka Bayamey (2014)","Comedy| Horror",7.2
"482","Smothered (2016)","Comedy| Horror",4.1
"483","Holla II (2013)","Comedy| Horror",6.9
"484","Da Possessed (2014)","Comedy| Horror",5.9
"485","Hush Up Sweet Charlotte (2015)","Comedy| Horror",6.6
"486","The Moleman of Belmont Avenue (2013)","Comedy| Horror",5.3
"487","Kimmy Dora and the Temple of Kiyeme (2012)","Comedy| Horror",6.4
"488","RIP (2017)","Comedy| Horror",8.7
"489","Lady Belladonna's Night Shades (2016)","Comedy| Horror",5.6
"490","Gangsters, Guns & Zombies (2012)","Comedy| Horror",3.9
"491","The Slashening (2015)","Comedy| Horror",4.2
"492","Bad Exorcists (2015)","Comedy| Horror",6.4
"493","Buck Wild (2014)","Comedy| Horror",4.7
"494","How to Kill a Zombie (2014)","Comedy| Horror",4.5
"495","Date of the Dead (2015)","Comedy| Horror",4.4
"496","Freak Out (2015)","Comedy| Horror",5.3
"497","Amigo Undead (2015)","Comedy| Horror",5.6
"498","Tripura (2015)","Comedy| Horror",5.7
"499","Haunting in Japan (2016)","Comedy| Horror",5.4
"500","American Burger (2014)","Comedy| Horror",4.4
"501","Doctor Spine (2015)","Comedy| Horror",5.9
"502","The Happy House (2013)","Comedy| Horror",4.4
"503","Darling (2015)","Comedy| Horror",6.1
"504","Killer Party (2014)","Comedy| Horror",6.9
"505","Fear Town, USA (2014)","Comedy| Horror",5.5
"506","Little Big Boy (2012)","Comedy| Horror",4.6
"507","Fangboner (2015)","Comedy| Horror",5.7
"508","Another Yeti a Love Story: Life on the Streets (2017)","Comedy| Horror",5.1
"509","Bloodsucka Jones (2013)","Comedy| Horror",5.3
"510","Shock Value (2014)","Comedy| Horror",5.6
"511","Caesar and Otto's Paranormal Halloween (2015)","Comedy| Horror",5.6
"512","Eddie: The Sleepwalking Cannibal (2012)","Comedy| Horror",5.7
"513","Vamperifica (2012)","Comedy| Horror",3.7
"514","Love in the Time of Monsters (2014)","Comedy| Horror",5.5
"515","Love Bite (2012)","Comedy| Horror",4.5
"516","Paranormal Activity Security Squad (2016)","Comedy| Horror",5.8
"517","Groundhog (2017)","Comedy| Horror",8.9
"518","Wang Fam (2015)","Comedy| Horror",8.2
"519","Granny of the Dead (2017)","Comedy| Horror",3.4
"520","Bayama Irukku (2017)","Comedy| Horror",6.2
"521","Getting Schooled (2017)","Comedy| Horror",3
"522","Bacchanalia (2017)","Comedy| Horror",5.8
"523","Silent But Deadly (2011)","Comedy| Horror",3.6
"524","Saturday Morning Mystery (2012)","Comedy| Horror",4.4
"525","Egomaniac (2016)","Comedy| Horror",5.4
"526","Make Me Shudder (2013)","Comedy| Horror",5.2
"527","Geethanjali (2014)","Comedy| Horror",6.5
"528","Jackson Durai (2016)","Comedy| Horror",4.7
"529","Stomping Ground (2014)","Comedy| Horror",5.1
"530","Adi Kapyare Kootamani (2015)","Comedy| Horror",6.2
"531","Horrorween (2011)","Comedy| Horror",5.6
"532","Art School of Horrors (2015)","Comedy| Horror",6.8
"533","Caesar and Otto's Deadly Xmas (2012)","Comedy| Horror",4.1
"534","SOS: Save Our Skins (2014)","Comedy| Horror",5.4
"535","RiffTrax Live: Birdemic - Shock and Terror (2012)","Comedy| Horror",7.3
"536","Pitfire of Hell (2016)","Comedy| Horror",7.1
"537","Bugs (2014)","Comedy| Horror",3.1
"538","Der Blunzenkönig (2015)","Comedy| Horror",5.6
"539","I Didn't Come Here to Die (2010)","Comedy| Horror",5.4
"540","Memory of the Dead (2011)","Comedy| Horror",5
"541","Hantu dalam botol kicap (2012)","Comedy| Horror",2.8
"542","Zomvideo (2011)","Comedy| Horror",5.1
"543","Chopping Block (2016)","Comedy| Horror",5
"544","Crack Whore (2012)","Comedy| Horror",6.8
"545","Eyang Kubur (2013)","Comedy| Horror",5.8
"546","Pretham Undu Sookshikkuka (2017)","Comedy| Horror",6.8
"547","Chung Cu Ma (2014)","Comedy| Horror",5.4
"548","The Orange Man (2015)","Comedy| Horror",3.5
"549","Keep Running. Zombie Soldier! (2015)","Comedy| Horror",4.6
"550","Ar Ma (2016)","Comedy| Horror",3.5
"551","Hello Naan Pei Pesuren (2016)","Comedy| Horror",4
"552","Vampire Camp (2012)","Comedy| Horror",6.7
"553","Nenek gayung (2012)","Comedy| Horror",3.8
"554","Zombie Fever (2013)","Comedy| Horror",2.1
"555","Billy Club (2013)","Comedy| Horror",5.6
"556","Harold's Going Stiff (2011)","Comedy| Horror",5.7
"557","Attack of the Herbals (2011)","Comedy| Horror",3.6
"558","Haunted Trailer (2014)","Comedy| Horror",4.4
"559","The Slayers (2015)","Comedy| Horror",9
"560","Dug Up (2013)","Comedy| Horror",6.6
"561","Dhilluku Dhuddu (2016)","Comedy| Horror",5.3
"562","Oh My Zombie! (2016)","Comedy| Horror",3.9
"563","The Halloween Store Zombie Wedding Movie (2016)","Comedy| Horror",5.4
"564","The Big F (2016)","Comedy| Horror",7.2
"565","The Sins of Dracula (2014)","Comedy| Horror",6.2
"566","Sheriff Tom Vs. The Zombies (2013)","Comedy| Horror",5.3
"567","Piotrek trzynastego 2: Skórza Twarz (2012)","Comedy| Horror",4.7
"568","Barrio Tales 2 (2016)","Comedy| Horror",9.2
"569","3:33 a.m. (2015)","Comedy| Horror",3.2
"570","Night Terrors (2014)","Comedy| Horror",6.9
"571","Darling 2 (2016)","Comedy| Horror",4
"572","Hi-8 (Horror Independent 8) (2013)","Comedy| Horror",5.1
"573","Rock 'n' Roll Frankenstein (1999)","Comedy| Horror",4.7
"574","Attack of the Killer Shrews! (2016)","Comedy| Horror",6.9
"575","Kalpana 2 (2016)","Comedy| Horror",5.7
"576","Bloody Knuckles (2014)","Comedy| Horror",5.7
"577","Husin, Mon & Jin Pakai Toncit (2013)","Comedy| Horror",5.7
"578","OMG... We're in a Horror Movie (2016)","Comedy| Horror",4.1
"579","Mahalai Tiang Kuen (2016)","Comedy| Horror",5.8
"580","Death Do Us Apart (2014)","Comedy| Horror",6.5
"581","Still (2016)","Comedy| Horror",8.4
"582","Mon Son Phee (2015)","Comedy| Horror",5.8
"583","Cool as Hell (2013)","Comedy| Horror",4.4
"584","Sodomaniac (2015)","Comedy| Horror",7.3
"585","Viewer Discretion Advised (1998)","Comedy| Horror",4.3
"586","Killjoy Goes to Hell (2012)","Comedy| Horror",5.2
"587","Dead Rush (2016)","Comedy| Horror",3.2
"588","Kill Me Now (2012)","Comedy| Horror",5.9
"589","Killer Piñata (2015)","Comedy| Horror",5.6
"590","Call Girl of Cthulhu (2014)","Comedy| Horror",4.7
"591","Tragedy Girls (2017)","Comedy| Horror",6.8
"592","Evil Night (2014)","Comedy| Horror",5.1
"593","Won Ton Baby! (2009)","Comedy| Horror",5.8
"594","Evil Bong: High 5 (2016)","Comedy| Horror",4.6
"595","Gulyabani (2014)","Comedy| Horror",3.5
"596","Werewolves in Heat (2015)","Comedy| Horror",5.7
"597","Una Comedia Macabra (2017)","Comedy| Horror",1
"598","11-12-13 Rak Kan Ja Tai (2016)","Comedy| Horror",6.2
"599","Bag Boy Lover Boy (2014)","Comedy| Horror",6.1
"600","Potent Media's Sugar Skull Girls (2016)","Comedy| Horror",2.8
"601","What Lies Beyond... The Beginning (2014)","Comedy| Horror",4.8
"602","ThanksKilling 3 (2012)","Comedy| Horror",3.2
"603","Goal of the Dead (2014)","Comedy| Horror",5.6
"604","Summer of Blood (2014)","Comedy| Horror",5.4
"605","Camp Massacre (2014)","Comedy| Horror",4
"606","Silent But Deadly (2012)","Comedy| Horror",5.9
"607","Beaster Day: Here Comes Peter Cottonhell (2014)","Comedy| Horror",3.8
"608","Aranmanai 2 (2016)","Comedy| Horror",4.2
"609","The Trap (2015)","Comedy| Horror",5.8
"610","Game of Werewolves (2011)","Comedy| Horror",6.1
"611","4 Dead Girls: The Soul Taker (2012)","Comedy| Horror",2.4
"612","Massacre on Aisle 12 (2016)","Comedy| Horror",4.4
"613","Zomboobies! (2014)","Comedy| Horror",5.9
"614","100 Bloody Acres (2012)","Comedy| Horror",6
"615","Piranha Sharks (2014)","Comedy| Horror",3.5
"616","Stalled (2013)","Comedy| Horror",4.7
"617","Me and My Mates vs. The Zombie Apocalypse (2015)","Comedy| Horror",4.8
"618","After School Massacre (2014)","Comedy| Horror",3.4
"619","Female Zombie Riot (2016)","Comedy| Horror",2.6
"620","Therapy for a Vampire (2014)","Comedy| Horror",6.4
"621","Aranmanai (2014)","Comedy| Horror",5.2
"622","Crazy Bitches (2014)","Comedy| Horror",4.5
"623","Kill Zombie! (2012)","Comedy| Horror",4.9
"624","Crying Wolf 3D (2015)","Comedy| Horror",2.4
"625","Zombieworld (2015)","Comedy| Horror",3.5
"626","America's Most Haunted (2013)","Comedy| Horror",4.3
"627","Detention of the Dead (2012)","Comedy| Horror",4.6
"628","Scareycrows (2017)","Comedy| Horror",7
"629","North Woods (2016)","Comedy| Horror",6.1
"630","Abhinetri (2016)","Comedy| Horror",6.5
"631","Lake Fear (2014)","Comedy| Horror",4.8
"632","Sorority Party Massacre (2012)","Comedy| Horror",3.4
"633","Zombie Pizza (2017)","Comedy| Horror",5.1
"634","Devi(L) (2016)","Comedy| Horror",6.3
"635","The Coed and the Zombie Stoner (2014)","Comedy| Horror",3.7
"636","Sangili Bungili Kadhava Thorae (2017)","Comedy| Horror",5.5
"637","All About Evil (2010)","Comedy| Horror",6.2
"638","Paranormal Movie (2013)","Comedy| Horror",2.2
"639","Ghost of Goodnight Lane (2014)","Comedy| Horror",4.4
"640","Evil Bong 666 (2017)","Comedy| Horror",5.5
"641","Bubba the Redneck Werewolf (2014)","Comedy| Horror",6.7
"642","Inbred (2011)","Comedy| Horror",5.2
"643","Aaah! Zombies!! (2007)","Comedy| Horror",5.7
"644","Le manoir (2017)","Comedy| Horror",4.9
"645","Nightmare on Elmo's Street (2015)","Comedy| Horror",3.9
"646","Scary Movie 5 (2013)","Comedy| Horror",3.5
"647","You Can't Kill Stephen King (2012)","Comedy| Horror",3.7
"648","Gingerclown (2013)","Comedy| Horror",3.2
"649","The Zombie King (2013)","Comedy| Horror",3.6
"650","Bloody Bloody Bible Camp (2012)","Comedy| Horror",5
"651","Another Evil (2016)","Comedy| Horror",5.6
"652","Zombies Vs. Strippers (2012)","Comedy| Horror",3.5
"653","I Survived a Zombie Holocaust (2014)","Comedy| Horror",5
"654","Cute Little Buggers (2017)","Comedy| Horror",6.3
"655","Clinger (2015)","Comedy| Horror",4.8
"656","Pool Party Massacre (2017)","Comedy| Horror",5.5
"657","Bad Meat (2011)","Comedy| Horror",3.6
"658","Milfs vs. Zombies (2015)","Comedy| Horror",3.1
"659","ABCs of Death 2.5 (2016)","Comedy| Horror",4.6
"660","Bonejangles (2017)","Comedy| Horror",4.6
"661","Gingerdead Man Vs. Evil Bong (2013)","Comedy| Horror",4.2
"662","WolfCop (2014)","Comedy| Horror",5.5
"663","Zombie Ass: The Toilet of the Dead (2011)","Comedy| Horror",4.8
"664","Among Friends (2012)","Comedy| Horror",4.5
"665","Dude Bro Party Massacre III (2015)","Comedy| Horror",6.3
"666","WNUF Halloween Special (2013)","Comedy| Horror",6.7
"667","The Walking Deceased (2015)","Comedy| Horror",3.4
"668","Another WolfCop (2017)","Comedy| Horror",5.2
"669","Paranormal Whacktivity (2013)","Comedy| Horror",2.4
"670","Crazy Lake (2016)","Comedy| Horror",3.8
"671","Bloodsucking Bastards (2015)","Comedy| Horror",5.7
"672","Stitches (2012)","Comedy| Horror",5.7
"673","Bad Milo (2013)","Comedy| Horror",5.7
"674","Chastity Bites (2013)","Comedy| Horror",4.7
"675","Kyaa Kool Hain Hum 3 (2016)","Comedy| Horror",1.8
"676","Attack of the Killer Donuts (2016)","Comedy| Horror",3.9
"677","Hansel & Gretel Get Baked (2013)","Comedy| Horror",4.3
"678","Lumberjack Man (2015)","Comedy| Horror",4.3
"679","Range 15 (2016)","Comedy| Horror",5.4
"680","Fresh Meat (2012)","Comedy| Horror",5.4
"681","Night of Something Strange (2016)","Comedy| Horror",4.7
"682","Strippers vs Werewolves (2012)","Comedy| Horror",3.1
"683","I Had a Bloody Good Time at House Harker (2016)","Comedy| Horror",5.8
"684","Suburban Gothic (2014)","Comedy| Horror",5.5
"685","Charlie's Farm (2014)","Comedy| Horror",4.6
"686","ABCs of Death 2 (2014)","Comedy| Horror",5.4
"687","Potato Salad (2015)","Comedy| Horror",1.3
"688","Fanged Up (2017)","Comedy| Horror",5.8
"689","Stung (2015)","Comedy| Horror",5
"690","Hell Baby (2013)","Comedy| Horror",4.9
"691","Attack of the Lederhosen Zombies (2016)","Comedy| Horror",4.5
"692","Witching and Bitching (2013)","Comedy| Horror",6.4
"693","Double Date (2017)","Comedy| Horror",7
"694","Girls Gone Dead (2012)","Comedy| Horror",3.5
"695","The Night Watchmen (2017)","Comedy| Horror",5.4
"696","The Babysitter (2017)","Comedy| Horror",6.4
"697","Patchwork (2015)","Comedy| Horror",5.9
"698","Smiley (2012)","Comedy| Horror",3.5
"699","Ghost Team One (2013)","Comedy| Horror",4.5
"700","Tyler Perry's Boo 2! A Madea Halloween (2017)","Comedy| Horror",3
"701","Meet the Blacks (2016)","Comedy| Horror",5.9
"702","Tales of Halloween (2015)","Comedy| Horror",5.5
"703","Gravy (2015)","Comedy| Horror",5.5
"704","The Funhouse Massacre (2015)","Comedy| Horror",5.3
"705","The Black Room (2017)","Comedy| Horror",3.3
"706","Victor Crowley (2017)","Comedy| Horror",6.8
"707","Boo! A Madea Halloween (2016)","Comedy| Horror",4.6
"708","The ABCs of Death (2012)","Comedy| Horror",4.7
"709","Zombeavers (2014)","Comedy| Horror",4.8
"710","Piranha 3DD (2012)","Comedy| Horror",3.8
"711","The Love Witch (2016)","Comedy| Horror",6.2
"712","The Human Centipede III (Final Sequence) (2015)","Comedy| Horror",2.9
"713","Little Evil (2017)","Comedy| Horror",5.7
"714","The Greasy Strangler (2016)","Comedy| Horror",5.6
"715","What We Do in the Shadows (2014)","Comedy| Horror",7.6
"716","The Final Girls (2015)","Comedy| Horror",6.6
"717","Deathgasm (2015)","Comedy| Horror| Music",6.3
"718","Killer Rack (2015)","Comedy| Horror| Musical",6.7
"719","Stage Fright (2014)","Comedy| Horror| Musical",5.2
"720","Anna and the Apocalypse (2017)","Comedy| Horror| Musical",7
"721","Spidarlings (2016)","Comedy| Horror| Musical| Romance| Thriller",7.5
"722","Poultrygeist: Night of the Chicken Dead (2006)","Comedy| Horror| Musical| Sci-Fi",6.2
"723","Bloody Bobby (2016)","Comedy| Horror| Mystery",9
"724","Pretham (2016)","Comedy| Horror| Mystery",6.6
"725","Club Lingerie (2014)","Comedy| Horror| Mystery",4.7
"726","The Editor (2014)","Comedy| Horror| Mystery",6.1
"727","Housebound (2014)","Comedy| Horror| Mystery",6.8
"728","American Beast (2014)","Comedy| Horror| Mystery| Thriller",4.7
"729","Angels with Tethered Wings (2014)","Comedy| Horror| Mystery| Thriller",4.2
"730","Death Walks (2016)","Comedy| Horror| Mystery| Thriller",4.6
"731","Airborne (2012)","Comedy| Horror| Mystery| Thriller",3.9
"732","Silent Night (2012)","Comedy| Horror| Mystery| Thriller",5.2
"733","The Ice Cream Truck (2017)","Comedy| Horror| Mystery| Thriller",4.3
"734","Ava's Possessions (2015)","Comedy| Horror| Mystery| Thriller",5.6
"735","9 Days (2013)","Comedy| Horror| Romance",3.7
"736","Are We Not Cats (2016)","Comedy| Horror| Romance",6.8
"737","Kanchana 2 (2015)","Comedy| Horror| Romance",5.7
"738","Oru Murai Vanthu Paarthaya (2016)","Comedy| Horror| Romance",5.3
"739","She's Allergic to Cats (2016)","Comedy| Horror| Romance",6.4
"740","Shotgun Wedding (2013)","Comedy| Horror| Romance",5.1
"741","April Apocalypse (2013)","Comedy| Horror| Romance",5.1
"742","You're Killing Me (2015)","Comedy| Horror| Romance",5.1
"743","Pee Mak (2013)","Comedy| Horror| Romance",7.4
"744","Night of the Living Deb (2015)","Comedy| Horror| Romance",5.5
"745","Warm Bodies (2013)","Comedy| Horror| Romance",6.9
"746","Nina Forever (2015)","Comedy| Horror| Romance",5.6
"747","Life After Beth (2014)","Comedy| Horror| Romance",5.6
"748","Vamps (2012)","Comedy| Horror| Romance",5.2
"749","Burying the Ex (2014)","Comedy| Horror| Romance",5.4
"750","The Carmilla Movie (2017)","Comedy| Horror| Romance",9.6
"751","Spring (2014)","Comedy| Horror| Romance| Sci-Fi",6.7
"752","Sonyeogoedam (2014)","Comedy| Horror| Romance| Thriller",6.1
"753","The Gifted (2014)","Comedy| Horror| Romance| Thriller",6.5
"754","Swarm of the Snakehead (2006)","Comedy| Horror| Sci-Fi",3.8
"755","They Will Outlive Us All (2013)","Comedy| Horror| Sci-Fi",5.2
"756","Interstelar (2014)","Comedy| Horror| Sci-Fi",7
"757","First Man on Mars (2016)","Comedy| Horror| Sci-Fi",6.1
"758","Canaries (2017)","Comedy| Horror| Sci-Fi",7.9
"759","Astro Zombies: M4 - Invaders from Cyberspace (2012)","Comedy| Horror| Sci-Fi",4.7
"760","Unidentified (2013)","Comedy| Horror| Sci-Fi",4.2
"761","Way Down in Chinatown (2014)","Comedy| Horror| Sci-Fi",6.9
"762","Horror Hotel the Movie (2016)","Comedy| Horror| Sci-Fi",5
"763","Cine Basura: La película (2016)","Comedy| Horror| Sci-Fi",6.9
"764","Insectula! (2015)","Comedy| Horror| Sci-Fi",5.7
"765","A Little Bit Zombie (2012)","Comedy| Horror| Sci-Fi",5.3
"766","Return to Nuke 'Em High Volume 1 (2013)","Comedy| Horror| Sci-Fi",5.5
"767","Detention (2011)","Comedy| Horror| Sci-Fi",5.8
"768","Alien Uprising (2012)","Comedy| Horror| Sci-Fi",3.1
"769","Freaks of Nature (2015)","Comedy| Horror| Sci-Fi",5.9
"770","John Dies at the End (2012)","Comedy| Horror| Sci-Fi",6.4
"771","Other Halves (2015)","Comedy| Horror| Sci-Fi| Thriller",3.5
"772","The Oatmeal Man (2014)","Comedy| Horror| Sci-Fi| Thriller",4.5
"773","Plan 9 (2015)","Comedy| Horror| Sci-Fi| Thriller",4
"774","Sand Sharks (2012)","Comedy| Horror| Sci-Fi| Thriller",2.6
"775","Grabbers (2012)","Comedy| Horror| Sci-Fi| Thriller",6.3
"776","Treasure Chest of Horrors II (2013)","Comedy| Horror| Thriller",3.7
"777","Stab 7: Knife of the Hunter (2013)","Comedy| Horror| Thriller",7.4
"778","Shopping Tour (2012)","Comedy| Horror| Thriller",4.6
"779","Stripped (2013)","Comedy| Horror| Thriller",4.9
"780","Hooked Up (2013)","Comedy| Horror| Thriller",4
"781","Hell Town (2015)","Comedy| Horror| Thriller",4.8
"782","Do You Like My Basement (2012)","Comedy| Horror| Thriller",3.4
"783","Theatre of the Deranged II (2013)","Comedy| Horror| Thriller",5.4
"784","Viral (2013)","Comedy| Horror| Thriller",4.5
"785","The Jokesters (2015)","Comedy| Horror| Thriller",5.2
"786","Raichi Hikari kurabu (2015)","Comedy| Horror| Thriller",6
"787","Blood and Carpet (2015)","Comedy| Horror| Thriller",6.2
"788","The Cabining (2014)","Comedy| Horror| Thriller",4.3
"789","Serie B (2012)","Comedy| Horror| Thriller",3.8
"790","Theatre of the Deranged (2012)","Comedy| Horror| Thriller",4.3
"791","O.T. The Movie (2014)","Comedy| Horror| Thriller",6.4
"792","The Jokesters (2015)","Comedy| Horror| Thriller",3.6
"793","Nayaki (2016)","Comedy| Horror| Thriller",3.6
"794","3 Bellezas (2014)","Comedy| Horror| Thriller",6.6
"795","The Trouble with Barry (2013)","Comedy| Horror| Thriller",6.9
"796","From Jennifer (2017)","Comedy| Horror| Thriller",7.4
"797","Dizlayk (2016)","Comedy| Horror| Thriller",2
"798","May I Kill U? (2012)","Comedy| Horror| Thriller",5.6
"799","Scherzo Diabolico (2015)","Comedy| Horror| Thriller",5.4
"800","Kissing Darkness (2014)","Comedy| Horror| Thriller",3.6
"801","KL Zombi (2013)","Comedy| Horror| Thriller",5.1
"802","Hellbenders (2012)","Comedy| Horror| Thriller",4.8
"803","Late Night Double Feature (2016)","Comedy| Horror| Thriller",4
"804","A Beginner's Guide to Snuff (2016)","Comedy| Horror| Thriller",5.5
"805","The Midnight Man (2017)","Comedy| Horror| Thriller",6.3
"806","Crush the Skull (2015)","Comedy| Horror| Thriller",5.6
"807","Prey (2016)","Comedy| Horror| Thriller",5.3
"808","Julia X (2011)","Comedy| Horror| Thriller",4.5
"809","Uncaged (2016)","Comedy| Horror| Thriller",4.4
"810","Fear, Inc. (2016)","Comedy| Horror| Thriller",5.5
"811","They're Watching (2016)","Comedy| Horror| Thriller",5.7
"812","Demon (2015)","Comedy| Horror| Thriller",6.1
"813","Freehold (2017)","Comedy| Horror| Thriller",5.6
